Router1,Router2,Cost,Capacity
RAIPUR-PE-03,RAIPUR-PP-02,0.0963,200
RAIPUR-PP-02,SAMBALPUR-PP-02,0.022333333,30
RAJAMUNDRY-PE-02,HYDERABAD-PP-02,0.167,10
RAJAMUNDRY-PE-02,VIJAYAWADA-PP-02,0.051,20
RAJAMUNDRY-PE-03,HYDERABAD-PP-02,0.885,10
RAJAMUNDRY-PE-03,VIJAYAWADA-PP-02,0.806,10
RAJAMUNDRY-PE-03,VIZAG-PP-02,0.273,20
RAJKOT-PE-02,AHMEDABAD-PP-02,0.507,10
RAJKOT-PE-02,RAJKOT-PP-02,0.6865,20
RAJKOT-PE-03,RAJKOT-PP-02,0,20
RAJKOT-PE-04,AHMEDABAD-PP-02,0.911,10
RAJKOT-PE-04,RAJKOT-PP-02,0.1309,100
RAJKOT-PP-02,SURAT-PP-01,0.2725,20
RANCHI-PE-01,RANCHI-PP-02,0,20
RANCHI-PE-02,KOLKATA-PP-06,0.216,10
RANCHI-PE-02,RANCHI-PP-02,0.331666667,30
RANCHI-PE-03,PATNA-PP-02,0,10
RANCHI-PE-03,RANCHI-PP-02,0.0447,100
RANCHI-PE-04,PATNA-PP-02,0.261,10
RANCHI-PE-04,RANCHI-PP-02,0.02605,200
RANCHI-PP-02,SAMBALPUR-PP-02,0.056,20
RANCHI-PP-02,VARANASI-PP-02,0.198,20
RATNAGIRI-PE-01,MUMBAI-PP-06,0.668,10
RATNAGIRI-PE-01,MUMBAI-PP-07,0,10
RATNAGIRI-PE-01,PANJIM-PP-01,0.334,10
RATNAGIRI-PE-01,PUNE-PP-04,0.419,10
REWARI-PE-01,AMBALA-PP-01,0.018,10
REWARI-PE-01,JAIPUR-PP-02,0.05,10
REWARI-PE-02,GURGAON-PP-01,0.5605,20
REWARI-PE-02,JAIPUR-PP-02,0.854,10
REWARI-PE-02,NEWDELHI-PP-05,0.52,10
REWARI-PE-02,NEWDELHI-PP-06,0.331,10
ROHTAK-PE-01,CHANDIGARH-PP-04,0.647,10
ROHTAK-PE-01,NEWDELHI-PP-05,0.197,10
ROHTAK-PE-01,NEWDELHI-PP-06,0.578,20
ROHTAK-PE-02,AMBALA-PP-01,0.414,10
ROHTAK-PE-02,GURGAON-PP-01,0.544,10
ROHTAK-PE-02,NEWDELHI-PP-06,0.233666667,30
ROPAR-PE-01,CHANDIGARH-PP-03,0.43,30
ROPAR-PE-01,JALANDHAR-PP-02,0.613,20
SAGAR-PE-02,BHOPAL-PP-02,0.368,10
SAGAR-PE-02,JABALPUR-PP-02,0.164,10
SAGAR-PE-03,BHOPAL-PP-02,0.12,20
SAGAR-PE-03,INDORE-PP-02,0.008,10
SAGAR-PE-03,JABALPUR-PP-02,0.038,20
SALEM-PE-02,BANGALORE-PP-07,0.398,10
SALEM-PE-02,COIMBATORE-PP-02,0.139,10
SALEM-PE-02,TRICHY-PP-01,0.123,10
SALEM-PE-03,CHENNAI-PP-07,0.47,10
SALEM-PE-03,COIMBATORE-PP-02,0.693,10
SALEM-PE-03,MADURAI-PP-02,0.476,10
SALEM-PE-04,BANGALORE-PP-07,0,10
SALEM-PE-04,COIMBATORE-PP-02,0.3795,20
SALEM-PE-04,TRICHY-PP-01,0.5345,20
SAMBALPUR-PE-02,BHUBANESWAR-PP-02,0.093,10
SAMBALPUR-PE-02,KOLKATA-PP-06,0.346,10
SAMBALPUR-PE-02,SAMBALPUR-PP-02,0.192,10
SAMBALPUR-PE-03,BHUBANESWAR-PP-02,0,10
SAMBALPUR-PE-03,SAMBALPUR-PP-02,0.1422,100
SAMBALPUR-PP-02,VIZAG-PP-02,0.002,10
SANGAREDDY-PE-01,HYDERABAD-PP-02,0.543,10
SANGAREDDY-PE-01,SECUNDERABAD-PP-01,0,10
SANGLI-PE-01,PANJIM-PP-01,0.048,10
SANGLI-PE-01,PUNE-PP-03,0.629,10
SANGLI-PE-01,SOLAPUR-PP-02,0,10
SANGRUR-PE-02,BHATINDA-PP-01,0.44725,40
SANGRUR-PE-02,CHANDIGARH-PP-04,0.54225,40
SASARAM-PE-01,PATNA-PP-02,0.0875,20
SASARAM-PE-01,VARANASI-PP-02,0.003,20
SATARA-PE-01,PANJIM-PP-01,0.107,10
SATARA-PE-01,PUNE-PP-03,0.889,10
SATARA-PE-01,SOLAPUR-PP-02,0.387,10
SATARA-PE-02,PANJIM-PP-01,0.015,10
SATARA-PE-02,PUNE-PP-03,0.012,10
SATARA-PE-02,SOLAPUR-PP-02,0,10
SATNA-PE-01,BHOPAL-PP-02,0,10
SATNA-PE-02,JABALPUR-PP-02,0,10
SATNA-PE-03,BHOPAL-PP-02,0.214,20
SATNA-PE-03,JABALPUR-PP-02,0.029,20
SATNA-PE-03,LUCKNOW-PP-03,0.006,10
SATNA-PE-03,RAIPUR-PP-02,0,10
SECUNDERABAD-PE-01,HYDERABAD-PP-02,0.1145,20
SECUNDERABAD-PE-01,SECUNDERABAD-PP-01,0.1995,20
SECUNDERABAD-PP-01,VIJAYAWADA-PP-02,0.106,10
SHILLONG-PE-03,GUWAHATI-PP-02,0.452,10
SHILLONG-PP-01,SILIGURI-PP-02,0.103,10
SHIMLA-GSMPE-01,CHANDIGARH-PP-03,0.628,10
SHIMLA-GSMPE-01,SHIMLA-PP-01,0.623,10
SHIMLA-MCR-01,SHIMLA-PP-01,0,10
SHIMLA-PE-02,CHANDIGARH-PP-03,0.171,10
SHIMLA-PE-02,SHIMLA-PP-01,0.488,20
SHIMLA-PE-03,CHANDIGARH-PP-03,0,10
SHIMLA-PE-03,SHIMLA-PP-01,0.0657,100
SHIMOGA-PE-01,BANGALORE-PP-06,0.032,10
SHIMOGA-PE-01,HUBLI-PP-01,0.017,10
SHIMOGA-PE-02,BANGALORE-PP-07,0.643,10
SHIMOGA-PE-02,MANGALORE-PP-02,0.633,20
SILCHAR-PE-01,GUWAHATI-PP-02,0.32,10
SILCHAR-PE-01,KOLKATA-PP-06,0.212,10
SILCHAR-PE-03,GUWAHATI-PP-02,0.002,10
SILIGURI-PE-02,KOLKATA-PP-06,0.103,10
SILIGURI-PE-02,SILIGURI-PP-02,0.195666667,30
SILIGURI-PE-03,KOLKATA-PP-06,0.2385,20
SILIGURI-PE-03,SILIGURI-PP-02,0.27,30
SITAPUR-PE-01,LUCKNOW-PP-03,0.0755,20
SITAPUR-PE-01,LUCKNOW-PP-04,0.084,2.5
SOLAN-PE-01,CHANDIGARH-PP-03,0.003,10
SOLAN-PE-01,SHIMLA-PP-01,0.001,20
SOLAN-PE-02,CHANDIGARH-PP-03,0.541,20
SOLAN-PE-02,SHIMLA-PP-01,0.2315,20
SOLAPUR-PE-02,PUNE-PP-04,0.456,10
SOLAPUR-PE-02,SOLAPUR-PP-02,0.604,20
SOLAPUR-PE-03,PUNE-PP-04,0.089,20
SOLAPUR-PE-03,SOLAPUR-PP-02,0.2015,20
SRIGANGANAGAR-PE-01,BHATINDA-PP-01,0.338,10
SRIGANGANAGAR-PE-01,JAIPUR-PP-02,0.464,10
SRIGANGANAGAR-PE-01,JODHPUR-PP-02,0.148,5
SRINAGAR-PE-01,JALANDHAR-PP-02,0,10
SRINAGAR-PE-02,JALANDHAR-PP-02,0.002,10
SURAT-PE-02,AHMEDABAD-PP-02,0.336,10
SURAT-PE-02,DHULE-PP-01,0.238,10
SURAT-PE-02,SURAT-PP-01,0.8715,20
SURAT-PE-03,AHMEDABAD-PP-02,0,10
SURAT-PE-03,SURAT-PP-01,0.1319,100
TANJORE-PE-01,MADURAI-PP-02,0.272333333,30
TANJORE-PE-01,TRICHY-PP-01,0.6095,20
TANJORE-PE-02,MADURAI-PP-02,0.278,10
TANJORE-PE-02,TRICHY-PP-01,0.444,20
TEZPUR-PE-02,GUWAHATI-PP-02,0.133,10
TEZPUR-PE-02,SILIGURI-PP-02,0.144,10
TEZPUR-PE-03,GUWAHATI-PP-02,0.092,10
TEZPUR-PE-03,KOLKATA-PP-06,0.796,10
TEZPUR-PE-03,SILIGURI-PP-02,0.061,10
THANE-GSMPE-01,MUMBAI-PP-06,0,50
THANE-GSMPE-01,MUMBAI-PP-07,0,50
THANE-GSMPE-02,MUMBAI-PP-06,0,40
THANE-PE-01,MUMBAI-PP-06,0.058181818,110
THANE-PE-01,MUMBAI-PP-07,0.021545455,110
THIRUVALLA-PE-01,ERNAKULAM-PP-03,0.8995,20
THIRUVALLA-PE-01,TRIVANDRUM-PP-01,0.1555,20
THIRUVALLA-PE-02,ERNAKULAM-PP-03,0.6355,20
THIRUVALLA-PE-02,TRIVANDRUM-PP-01,0.0765,20
TIRUNELVELI-PE-02,ERNAKULAM-PP-03,0.23,10
TIRUNELVELI-PE-02,MADURAI-PP-02,0.578333333,30
TIRUNELVELI-PE-02,TRIVANDRUM-PP-01,0.289,10
TIRUNELVELI-PE-03,ERNAKULAM-PP-03,0.333,10
TIRUNELVELI-PE-03,MADURAI-PP-02,0.4085,20
TIRUNELVELI-PE-03,TRIVANDRUM-PP-01,0.352,10
TIRUPATI-PE-02,BANGALORE-PP-07,0.154,10
TIRUPATI-PE-02,CHENNAI-PP-06,0.4875,20
TIRUPATI-PE-02,CHENNAI-PP-07,0.234,10
TIRUPATI-PE-03,BANGALORE-PP-06,0.368,10
TIRUPATI-PE-03,CHENNAI-PP-06,0.348,10
TIRUPATI-PE-03,CHENNAI-PP-07,0.5455,20
TRICHUR-PE-02,COIMBATORE-PP-02,0.16,20
TRICHUR-PE-02,ERNAKULAM-PP-03,0.367333333,30
TRICHUR-PE-03,CALICUT-PP-02,0.679666667,30
TRICHUR-PE-03,ERNAKULAM-PP-03,0.5265,40
TRICHY-GSMPE-01,MADURAI-PP-02,0.112,20
TRICHY-GSMPE-01,TRICHY-PP-01,0.020545455,110
TRICHY-GSMPE-02,MADURAI-PP-02,0,20
TRICHY-GSMPE-02,TRICHY-PP-01,0.099,10
TRICHY-MCR-01,CHENNAI-PP-06,0.004,10
TRICHY-MCR-01,TRICHY-PP-01,0.0015,20
TRICHY-PE-01,TRICHY-PP-01,0,10
TRICHY-PE-02,CHENNAI-PP-07,0.038,10
TRICHY-PE-02,TRICHY-PP-01,0.147,20
TRICHY-PE-03,MADURAI-PP-02,0.478,10
TRICHY-PE-03,TRICHY-PP-01,0.5925,20
TRICHY-PE-04,MADURAI-PP-02,0.036,20
TRICHY-PE-04,TRICHY-PP-01,0.2823,100
TRIVANDRUM-PE-02,COIMBATORE-PP-02,0.163,10
TRIVANDRUM-PE-02,ERNAKULAM-PP-03,0.41,20
TRIVANDRUM-PE-02,TRIVANDRUM-PP-01,0.536333333,30
TRIVANDRUM-PE-03,CHENNAI-PP-07,0.039,10
TRIVANDRUM-PE-03,TRIVANDRUM-PP-01,0.075333333,30
TRIVANDRUM-PE-04,ERNAKULAM-PP-03,0.58,20
TRIVANDRUM-PE-04,TRIVANDRUM-PP-01,0.273416667,120
TRIVANDRUM-PE-05,ERNAKULAM-PP-03,0.804,10
TRIVANDRUM-PE-05,TRIVANDRUM-PP-01,0.1208,100
TUMKUR-PE-01,BANGALORE-PP-07,0.3205,20
TUMKUR-PE-01,HUBLI-PP-01,0,10
TUTICORIN-PE-01,MADURAI-PP-02,0.6375,20
TUTICORIN-PE-01,TRIVANDRUM-PP-01,0.4235,20
UDAIPUR-PE-02,JAIPUR-PP-02,0.005,10
UDAIPUR-PE-02,UDAIPUR-PP-01,0.291666667,30
UDAIPUR-PE-03,JAIPUR-PP-02,0.4805,20
UDAIPUR-PE-03,UDAIPUR-PP-01,0.18425,40
UDUPI-PE-01,MANGALORE-PP-02,0.079,10
UJJAIN-PE-02,BHOPAL-PP-02,0.11,20
UJJAIN-PE-02,INDORE-PP-02,0.0885,40
VADODARA-MCR-01,AHMEDABAD-PP-02,0.353,10
VADODARA-MCR-01,INDORE-PP-02,0.341,10
VADODARA-MCR-01,SURAT-PP-01,0.419,10
VADODARA-PE-02,AHMEDABAD-PP-02,0.23,10
VADODARA-PE-02,INDORE-PP-02,0.005,10
VADODARA-PE-02,SURAT-PP-01,0.228,10
VADODARA-PE-03,AHMEDABAD-PP-02,0,10
VADODARA-PE-03,SURAT-PP-01,0.084,10
VADODARA-PE-04,AHMEDABAD-PP-02,0.251333333,30
VADODARA-PE-04,INDORE-PP-02,0.004,20
VADODARA-PE-04,SURAT-PP-01,0.072666667,30
VALSAD-PE-01,MUMBAI-PP-06,0.111,10
VALSAD-PE-01,MUMBAI-PP-07,0.634,10
VALSAD-PE-01,SURAT-PP-01,0.758,30
VARANASI-PE-02,LUCKNOW-PP-04,0.015,10
VARANASI-PE-02,VARANASI-PP-02,0.5625,20
VARANASI-PE-03,VARANASI-PP-02,0.0125,20
VARANASI-PE-04,LUCKNOW-PP-03,0.56,10
VARANASI-PE-04,VARANASI-PP-02,0.1005,220
VELLORE-PE-02,BANGALORE-PP-06,0.032,10
VELLORE-PE-02,CHENNAI-PP-06,0.36,10
VELLORE-PE-02,CHENNAI-PP-07,0.151,10
VELLORE-PE-03,BANGALORE-PP-06,0.663,10
VELLORE-PE-03,CHENNAI-PP-07,0.886,10
VELLORE-PE-03,COIMBATORE-PP-02,0.541,10
VELLORE-PE-04,CHENNAI-PP-06,0.303,20
VELLORE-PE-04,CHENNAI-PP-07,0.246,10
VELLORE-PE-04,COIMBATORE-PP-02,0,10
VIJAYAWADA-GSMPE-01,SECUNDERABAD-PP-01,0.0148,50
VIJAYAWADA-GSMPE-02,HYDERABAD-PP-02,0.2984,50
VIJAYAWADA-PE-03,VIJAYAWADA-PP-02,0.5284,50
VIJAYAWADA-PE-04,HYDERABAD-PP-02,0,10
VIJAYAWADA-PE-04,SECUNDERABAD-PP-01,0.363,10
VIJAYAWADA-PE-04,VIJAYAWADA-PP-02,0.242583333,120
VIJAYAWADA-PP-02,VIZAG-PP-02,0.051,10
VIJAYWADA-GSMPE-01,VIJAYAWADA-PP-02,0.3799,100
VIJAYWADA-GSMPE-02,VIJAYAWADA-PP-02,0.0492,100
VIRUDHUNAGAR-PE-01,COIMBATORE-PP-02,0.293,10
VIRUDHUNAGAR-PE-01,MADURAI-PP-02,0.461,20
VIRUDHUNAGAR-PE-01,TRIVANDRUM-PP-01,0.186,10
VIZAG-PE-02,VIJAYAWADA-PP-02,0.058,10
VIZAG-PE-02,VIZAG-PP-02,0.456166667,60
VIZAG-PE-03,VIJAYAWADA-PP-02,0.5695,20
VIZAG-PE-03,VIZAG-PP-02,0.201,100
VIZAG-PE-04,VIJAYAWADA-PP-02,0,10
VIZAG-PE-04,VIZAG-PP-02,0,100
WARANGAL-PE-03,HYDERABAD-PP-02,0.474,10
WARANGAL-PE-03,SECUNDERABAD-PP-01,0.043,10
WARANGAL-PE-03,VIJAYAWADA-PP-02,0.3105,20
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,to,,
