Router1,Router2,Cost,Capacity
CHENNAI-PP-04,HYDERABAD-PP-02,0.433,120
CHENNAI-PP-04,KOLKATA-PP-04,0.7337,100
CHENNAI-PP-04,KURNOOL-PP-01,0.2715,20
CHENNAI-PP-04,MADURAI-PP-02,0.6744,50
CHENNAI-PP-04,MANGALORE-PP-02,0,20
CHENNAI-PP-04,MUMBAI-PP-04,0.627,30
CHENNAI-PP-04,NAGPUR-PP-03,0.861666667,30
CHENNAI-PP-04,NEWDELHI-PP-04,0.91,10
CHENNAI-PP-04,PATNA-PP-02,0.755,10
CHENNAI-PP-04,TRICHY-PP-01,0.505833333,120
CHENNAI-PP-04,VIJAYAWADA-PP-02,0.7892,50
CHENNAI-PP-04,VIZAG-PP-02,0.1875,40
CHENNAI-PP-05,CHENNAI-PP-07,0.359,400
CHENNAI-PP-05,COIMBATORE-PP-02,0.567857143,70
CHENNAI-PP-05,ERNAKULAM-PP-02,0.6379,100
CHENNAI-PP-05,KOLKATA-PP-05,0.792833333,60
CHENNAI-PP-05,KURNOOL-PP-01,0.567,20
CHENNAI-PP-05,MADURAI-PP-02,0.804857143,70
CHENNAI-PP-05,MUMBAI-PP-05,0.293333333,30
CHENNAI-PP-05,NAGPUR-PP-04,0.191,20
CHENNAI-PP-05,NEWDELHI-PP-03,0,20
CHENNAI-PP-05,SECUNDERABAD-PP-01,0.3748,50
CHENNAI-PP-05,TRICHY-PP-01,0.406,40
CHENNAI-PP-05,TRIVANDRUM-PP-01,0.6425,60
CHENNAI-PP-05,VIJAYAWADA-PP-02,0.735125,80
CHENNAI-PP-05,VIZAG-PP-02,0.662333333,60
COIMBATORE-PE-03,COIMBATORE-PP-02,0.50175,40
COIMBATORE-PE-03,MADURAI-PP-02,0.058,10
COIMBATORE-PE-04,COIMBATORE-PP-02,0.173,30
COIMBATORE-PE-04,MADURAI-PP-02,0.021,10
COIMBATORE-PE-05,COIMBATORE-PP-02,0.283,100
COIMBATORE-PE-05,TRICHY-PP-01,0,10
COIMBATORE-PP-01,COIMBATORE-PP-02,0.069333333,30
COIMBATORE-PP-02,MADURAI-PP-02,0.0735,20
COIMBATORE-PP-02,TRICHY-PP-01,0.027,20
COIMBATORE-PP-02,TRIVANDRUM-PP-01,0.173333333,30
CUDDALORE-PE-01,CHENNAI-PP-07,0.295,10
CUDDALORE-PE-01,TRICHY-PP-01,0.31,10
CUDDALORE-PE-02,CHENNAI-PP-06,0.597,10
CUDDALORE-PE-02,CHENNAI-PP-07,0.387,10
CUDDALORE-PE-02,COIMBATORE-PP-02,0.564,10
CUDDALORE-PE-02,TRICHY-PP-01,0.5545,20
CUDDAPAH-PE-01,CHENNAI-PP-07,0.258,10
CUDDAPAH-PE-01,KURNOOL-PP-01,0.379,10
CUDDAPAH-PE-01,VIJAYAWADA-PP-02,0.336,10
CUTTACK-PE-01,BHUBANESWAR-PP-02,0.074,10
CUTTACK-PE-01,CUTTACK-PP-01,0.086,10
CUTTACK-PE-03,BHUBANESWAR-PP-02,0,10
CUTTACK-PE-03,CUTTACK-PP-01,0,10
CUTTACK-PE-04,BHUBANESWAR-PP-02,0,30
CUTTACK-PE-04,CUTTACK-PP-01,0.158909091,110
CUTTACK-PP-01,KOLKATA-PP-04,0.7275,20
CUTTACK-PP-01,KOLKATA-PP-05,0.029,10
CUTTACK-PP-01,PATNA-PP-02,0.6045,20
CUTTACK-PP-01,SAMBALPUR-PP-02,0.004,40
CUTTACK-PP-01,VIZAG-PP-02,0.25,20
DALTONGANJ-PE-01,PATNA-PP-02,0.136,10
DALTONGANJ-PE-01,RANCHI-PP-02,0.031,10
DARBHANGA-PE-01,BHAGALPUR-PP-01,0.442,10
DARBHANGA-PE-01,PATNA-PP-02,0.2295,20
DEHRADUN-GSMPE-01,CHANDIGARH-PP-03,0,10
DEHRADUN-GSMPE-01,DEHRADUN-PP-02,0.142,50
DEHRADUN-PE-01,AMBALA-PP-01,0,10
DEHRADUN-PE-01,DEHRADUN-PP-02,0,10
DEHRADUN-PE-02,CHANDIGARH-PP-04,0.013,10
DEHRADUN-PE-02,DEHRADUN-PP-02,0.150333333,30
DEHRADUN-PE-03,CHANDIGARH-PP-03,0.812,10
DEHRADUN-PE-03,DEHRADUN-PP-02,0.2173,100
DEHRADUN-PP-02,LUCKNOW-PP-03,0.194,10
DEHRADUN-PP-02,MORADABAD-PP-01,0.0655,20
DEHRADUN-PP-02,NEWDELHI-PP-04,0.4298,50
DEHRADUN-PP-02,SHIMLA-PP-01,0.681,10
DHANBAD-PE-02,KOLKATA-PP-06,0.794,10
DHANBAD-PE-02,RANCHI-PP-02,0.198,20
DHANBAD-PE-03,DURGAPUR-PP-02,0,10
DHANBAD-PE-03,RANCHI-PP-02,0,10
DHANBAD-PE-04,DURGAPUR-PP-02,0.001,10
DHANBAD-PE-04,KOLKATA-PP-06,0.166,10
DHANBAD-PE-04,PATNA-PP-02,0.016,10
DHANBAD-PE-04,RANCHI-PP-02,0.146,10
DHARAMSHALA-PE-01,CHANDIGARH-PP-04,0,10
DHARAMSHALA-PE-01,JALANDHAR-PP-02,0.238,10
DHARAMSHALA-PE-01,SHIMLA-PP-01,0.692,10
DHARAMSHALA-PE-02,JALANDHAR-PP-02,0,10
DHARAMSHALA-PE-02,SHIMLA-PP-01,0.58,20
DHARMAPURI-PE-01,CHENNAI-PP-07,0.355,20
DHARMAPURI-PE-01,COIMBATORE-PP-02,0.158,10
DHARMAPURI-PE-02,BANGALORE-PP-06,0.456,10
DHARMAPURI-PE-02,CHENNAI-PP-07,0.538,10
DHARMAPURI-PE-02,COIMBATORE-PP-02,0.851,10
DHENKANAL-PE-01,BHUBANESWAR-PP-02,0.244,10
DHENKANAL-PE-01,CUTTACK-PP-01,0.006,10
DHERADUN-GSMPE-01,CHANDIGARH-PP-03,0.3225,20
DHULE-PE-02,DHULE-PP-01,0.315,10
DHULE-PE-02,SURAT-PP-01,0.444,10
DHULE-PE-03,DHULE-PP-01,0.001,20
DHULE-PE-03,MUMBAI-PP-06,0.28,10
DHULE-PE-03,SURAT-PP-01,0.137,10
DHULE-PP-01,INDORE-PP-02,0.145,50
DHULE-PP-01,MUMBAI-PP-04,0.555666667,30
DHULE-PP-01,NAGPUR-PP-03,0.6075,20
DHULE-PP-01,PUNE-PP-04,0.222,10
DHULE-PP-01,SOLAPUR-PP-02,0.0645,20
DHULE-PP-01,SURAT-PP-01,0.133333333,30
DIBRUGARH-PE-01,DIMAPUR-PP-01,0.335,20
DIBRUGARH-PE-01,GUWAHATI-PP-02,0.492,12.5
DIBRUGARH-PE-01,SILIGURI-PP-02,0,2.5
DIMAPUR-PE-02,DIMAPUR-PP-01,0.644,10
DIMAPUR-PE-02,GUWAHATI-PP-02,0,2.5
DIMAPUR-PE-03,DIMAPUR-PP-01,0.031,10
DIMAPUR-PE-03,GUWAHATI-PP-02,0.114,10
DIMAPUR-PP-01,GUWAHATI-PP-02,0.225,20
DIMAPUR-PP-01,KOLKATA-PP-04,0.442,10
DIMAPUR-PP-01,SHILLONG-PP-01,0.202,10
DUMKA-PE-01,BHAGALPUR-PP-01,0.116,10
DUMKA-PE-01,PATNA-PP-02,0.117,10
DUMKA-PE-01,RANCHI-PP-02,0.121,10
DURGAPUR-GSMPE-01,DURGAPUR-PP-02,0,10
DURGAPUR-GSMPE-01,KOLKATA-PP-07,0.097,10
DURGAPUR-MCR-01,DURGAPUR-PP-02,0.011,10
DURGAPUR-PE-01,DURGAPUR-PP-02,0.0045,20
DURGAPUR-PE-02,DURGAPUR-PP-02,0.487333333,30
DURGAPUR-PE-03,DURGAPUR-PP-02,0.536333333,30
DURGAPUR-PE-04,DURGAPUR-PP-02,0.2875,20
DURGAPUR-PE-04,KOLKATA-PP-07,0.658,10
DURGAPUR-PP-02,KOLKATA-PP-04,0.5675,60
DURGAPUR-PP-02,PATNA-PP-02,0.181,10
DURGAPUR-PP-02,RANCHI-PP-02,0.033,10
DURGAPUR-PP-02,SAMBALPUR-PP-02,0.125,10
DURGAPUR-PP-02,SILIGURI-PP-02,0.244,20
DURG-PE-02,NAGPUR-PP-03,0,20
DURG-PE-02,NAGPUR-PP-04,0,10
DURG-PE-02,RAIPUR-PP-02,0.510333333,30
ELURU-PE-02,HYDERABAD-PP-02,0.1145,20
ELURU-PE-02,VIJAYAWADA-PP-02,0.375,20
ELURU-PE-03,VIJAYAWADA-PP-02,0.354,20
ELURU-PE-03,VIZAG-PP-02,0.2865,20
ERNAKULAM-GSMPE-01,CALICUT-PP-02,0.289,30
ERNAKULAM-GSMPE-01,ERNAKULAM-PP-03,0.670333333,60
ERNAKULAM-GSMPE-02,CALICUT-PP-02,0.30575,40
ERNAKULAM-GSMPE-02,ERNAKULAM-PP-03,0.5668,50
ERNAKULAM-GSMPE-03,CALICUT-PP-02,0.712,40
ERNAKULAM-GSMPE-03,ERNAKULAM-PP-03,0.09205,200
ERNAKULAM-GSMPE-04,CALICUT-PP-02,0.0184,50
ERNAKULAM-GSMPE-04,ERNAKULAM-PP-03,0.1692,100
ERNAKULAM-IGW-02,ERNAKULAM-IGWPE-02,0.347866667,300
ERNAKULAM-IGWPE-02,ERNAKULAM-PP-02,0.142917808,730
ERNAKULAM-MCR-01,CALICUT-PP-02,0.258,10
ERNAKULAM-MCR-01,ERNAKULAM-PP-03,0.266666667,30
ERNAKULAM-PE-04,CALICUT-PP-02,0.029,10
ERNAKULAM-PE-04,ERNAKULAM-PP-03,0.1715,20
ERNAKULAM-PE-05,ERNAKULAM-PP-03,0.3584375,160
ERNAKULAM-PE-06,ERNAKULAM-PP-03,0.4654,50
ERNAKULAM-PE-07,CALICUT-PP-02,0,10
ERNAKULAM-PE-07,ERNAKULAM-PP-03,0.401483871,310
ERNAKULAM-PE-08,CALICUT-PP-02,0,30
ERNAKULAM-PE-08,ERNAKULAM-PP-03,0.05125,120
ERNAKULAM-PP-02,ERNAKULAM-PP-03,0.673466667,300
ERNAKULAM-PP-02,MADURAI-PP-02,0.791,10
ERNAKULAM-PP-02,MUMBAI-PP-05,0.86025,40
ERNAKULAM-PP-02,TRIVANDRUM-PP-01,0.501666667,60
ERODE-PE-01,COIMBATORE-PP-02,0.4595,20
ERODE-PE-01,MADURAI-PP-02,0.488,10
ERODE-PE-01,TRICHY-PP-01,0.5,10
ERODE-PE-02,COIMBATORE-PP-02,0.329,10
ERODE-PE-02,MADURAI-PP-02,0.27,10
ERODE-PE-02,TRICHY-PP-01,0.273,10
FAIZABAD-PE-01,GORAKHPUR-PP-01,0,10
FAIZABAD-PE-01,LUCKNOW-PP-03,0.133,10
FAIZABAD-PE-02,GORAKHPUR-PP-01,0,10
FAIZABAD-PE-02,LUCKNOW-PP-03,0.281,20
FAIZABAD-PE-02,VARANASI-PP-02,0.002,10
FARIDABAD-PE-02,AGRA-PP-02,0,10
FARIDABAD-PE-02,NEWDELHI-PP-05,0.142833333,60
FARIDABAD-PE-02,NEWDELHI-PP-06,0,10
FARIDABAD-PE-02,NOIDA-PP-02,0,10
FARIDABAD-PE-03,GURGAON-PP-01,0.397,10
FARIDABAD-PE-03,NEWDELHI-PP-05,0.006,10
FARIDABAD-PE-03,NOIDA-PP-02,0.0075,20
FEROZPUR-PE-02,BHATINDA-PP-01,0.607,20
FEROZPUR-PE-02,JALANDHAR-PP-02,0.3825,20
FEROZPUR-PE-03,BHATINDA-PP-01,0.727,30
FEROZPUR-PE-03,JALANDHAR-PP-02,0.684666667,30
GANDHINAGAR-PE-01,AHMEDABAD-PP-02,0.657,50
GANGTOK-PE-01,BHAGALPUR-PP-01,0,10
GANGTOK-PE-01,KOLKATA-PP-06,0.4035,20
GANGTOK-PE-01,SILIGURI-PP-02,0,10
GARHWAL-PE-01,DEHRADUN-PP-02,0.053,10
GARHWAL-PE-01,MORADABAD-PP-01,0.014,10
GAYA-MCR-01,PATNA-PP-02,0.587,20
GAYA-MCR-01,RANCHI-PP-02,0.207,10
GAYA-PE-01,PATNA-PP-02,0.0925,20
GAYA-PE-01,RANCHI-PP-02,0.014,10
GAYA-PE-02,PATNA-PP-02,0.016,10
GAYA-PE-02,RANCHI-PP-02,0.011,10
GHAZIABAD-PE-02,MORADABAD-PP-01,0.528,5
GHAZIABAD-PE-02,NEWDELHI-PP-05,0.64,10
GHAZIABAD-PE-02,NOIDA-PP-02,0.776,10
GHAZIABAD-PE-03,MORADABAD-PP-01,0.008,10
GHAZIABAD-PE-03,NEWDELHI-PP-06,0.002,10
GODHRA-PE-01,AHMEDABAD-PP-02,0.148,10
GODHRA-PE-01,INDORE-PP-02,0.092,10
GODHRA-PE-01,SURAT-PP-01,0.052,10
GORAKHPUR-PE-02,GORAKHPUR-PP-01,0.674,10
GORAKHPUR-PE-02,VARANASI-PP-02,0,10
GORAKHPUR-PE-03,GORAKHPUR-PP-01,0.0499,100
GORAKHPUR-PE-03,VARANASI-PP-02,0.083,10
GORAKHPUR-PP-01,LUCKNOW-PP-03,0.5435,20
GORAKHPUR-PP-01,LUCKNOW-PP-04,0.104,20
GORAKHPUR-PP-01,PATNA-PP-02,0.001,10
GORAKHPUR-PP-01,VARANASI-PP-02,0.250333333,30
GULBARGA-PE-01,HUBLI-PP-01,0.036,10
GULBARGA-PE-01,HYDERABAD-PP-02,0.39,10
GULBARGA-PE-01,KURNOOL-PP-01,0.231,10
GULBARGA-PE-02,HUBLI-PP-01,0.055,10
GULBARGA-PE-02,KURNOOL-PP-01,0.052,10
GUNA-PE-01,INDORE-PP-02,0,10
GUNA-PE-01,JHANSI-PP-01,0.017,10
GUNTUR-PE-02,CHENNAI-PP-06,0.528,20
GUNTUR-PE-02,HYDERABAD-PP-02,0.360333333,30
GUNTUR-PE-02,VIJAYAWADA-PP-02,0.48875,40
GURGAON-MCR-01,GURGAON-PP-01,0,10
GURGAON-PE-01,GURGAON-PP-01,0,10
GURGAON-PE-02,GURGAON-PP-01,0.246666667,30
GURGAON-PE-02,NEWDELHI-PP-06,0.1545,20
GURGAON-PE-02,NOIDA-PP-02,0.076,10
GURGAON-PE-03,GURGAON-PP-01,0.19915,200
GURGAON-PE-03,NEWDELHI-PP-05,0.414,10
GURGAON-PE-03,NEWDELHI-PP-06,0.819,10
GURGAON-PP-01,JODHPUR-PP-02,0.111,20
GURGAON-PP-01,NEWDELHI-PP-03,0,10
GURGAON-PP-01,NEWDELHI-PP-04,0.570666667,30
GURGAON-PP-01,NOIDA-PP-02,0.4315,20
GURGAON-PP-01,SIKANDRABAD-VSATPE-01,0.08,2.5
GUWAHATI-GSMPE-01,GUWAHATI-PP-02,0.1528,50
GUWAHATI-GSMPE-01,SILIGURI-PP-02,0,50
GUWAHATI-GSMPE-02,GUWAHATI-PP-02,0.0606,50
GUWAHATI-GSMPE-02,SILIGURI-PP-02,0,50
GUWAHATI-PE-03,GUWAHATI-PP-02,0.613,30
GUWAHATI-PE-03,SILIGURI-PP-02,0,12.5
GUWAHATI-PE-04,GUWAHATI-PP-02,0.07975,40
GUWAHATI-PE-04,SILIGURI-PP-02,0.022,10
GUWAHATI-PE-05,GUWAHATI-PP-02,0.170952381,210
GUWAHATI-PE-05,SILIGURI-PP-02,0,10
GUWAHATI-PP-02,GUWAHATI-VRR-01,0,2.5
GUWAHATI-PP-02,KOLKATA-PP-04,0.41,40
GUWAHATI-PP-02,KOLKATA-PP-05,0.632,20
GUWAHATI-PP-02,PATNA-PP-02,0.012,20
GUWAHATI-PP-02,SHILLONG-PP-01,0.5112,12.5
GUWAHATI-PP-02,SILIGURI-PP-02,0.115,20
GWALIOR-MCR-01,AGRA-PP-02,0,10
GWALIOR-MCR-01,BHOPAL-PP-02,0.179,10
GWALIOR-MCR-01,INDORE-PP-02,0.487,10
GWALIOR-MCR-01,JHANSI-PP-01,0.01,10
GWALIOR-PE-02(GUNA),BHOPAL-PP-02,0.074,10
GWALIOR-PE-03,AGRA-PP-02,0.373,10
GWALIOR-PE-03,BHOPAL-PP-02,0.252,10
GWALIOR-PE-03,JABALPUR-PP-02,0.13,10
GWALIOR-PE-03,JHANSI-PP-01,0.1915,20
HALDWANI-PE-01,CHANDIGARH-PP-04,0,10
HALDWANI-PE-02,DEHRADUN-PP-02,0.047,10
HALDWANI-PE-02,MORADABAD-PP-01,0.021,10
HALDWANI-PE-02,NEWDELHI-PP-06,0.02,10
HALDWANI-PE-03,DEHRADUN-PP-02,0.149666667,30
HALDWANI-PE-03,LUCKNOW-PP-04,0.11,10
HALDWANI-PE-03,MORADABAD-PP-01,0.5035,20
HALDWANI-PE-03,NEWDELHI-PP-06,0.305,10
HAMIRPUR-PE-01,JALANDHAR-PP-02,0.059,10
HAMIRPUR-PE-01,SHIMLA-PP-01,0.031,10
HAMIRPUR-PE-02,CHANDIGARH-PP-04,0.8235,20
HAMIRPUR-PE-02,JALANDHAR-PP-02,0.3035,20
HAMIRPUR-PE-02,SHIMLA-PP-01,0.212,20
HARIDWAR-PE-01,DEHRADUN-PP-02,0.801,10
HARIDWAR-PE-01,MORADABAD-PP-01,0.044,2.5
HARIDWAR-PE-02,CHANDIGARH-PP-03,0.015,10
HARIDWAR-PE-02,DEHRADUN-PP-02,0.047,10
HARIDWAR-PE-02,MORADABAD-PP-01,0.008,10
HARIDWAR-PE-02,NOIDA-PP-02,0.513,10
HASSAN-PE-01,BANGALORE-PP-07,0.483,10
HASSAN-PE-01,MANGALORE-PP-02,0,10
HAZARIBAGH-PE-01,BHAGALPUR-PP-01,0,10
HAZARIBAGH-PE-01,KOLKATA-PP-06,0,10
HAZARIBAGH-PE-01,PATNA-PP-02,0,10
HAZARIBAGH-PE-01,RANCHI-PP-02,0.479,10
HISAR-PE-01,AMBALA-PP-01,0.507,10
HISAR-PE-01,BHATINDA-PP-01,0.1705,20
HISAR-PE-02,AMBALA-PP-01,0.325666667,30
HISAR-PE-02,BHATINDA-PP-01,0.095,10
HISAR-PE-02,CHANDIGARH-PP-04,0.624,10
HISAR-PE-02,NEWDELHI-PP-06,0.784666667,30
HOSHANGABAD-PE-01,BHOPAL-PP-02,0,10
HOSHIARPUR-PE-01,CHANDIGARH-PP-03,0.647,10
HOSHIARPUR-PE-01,CHANDIGARH-PP-04,0.646,10
HOSHIARPUR-PE-01,JALANDHAR-PP-02,0.52825,40
HUBLI-PE-02,BANGALORE-PP-07,0,10
HUBLI-PE-02,HUBLI-PP-01,0.280333333,30
HUBLI-PE-03,BANGALORE-PP-07,0.2195,20
HUBLI-PE-03,HUBLI-PP-01,0.1645,100
HUBLI-PP-01,HYDERABAD-PP-02,0.005666667,30
HUBLI-PP-01,KURNOOL-PP-01,0.4865,20
HUBLI-PP-01,MANGALORE-PP-02,0.034,30
HUBLI-PP-01,PANJIM-PP-01,0.002,10
HYDERABAD-CDRPE-01,HYDERABAD-PP-02,0.16,10
HYDERABAD-CDRPE-01,SECUNDERABAD-PP-01,0.003,10
HYDERABAD-CDRPE-02,HYDERABAD-PP-02,0.001,10
HYDERABAD-CDRPE-02,SECUNDERABAD-PP-01,0.009,10
HYDERABAD-GSMPE-01,HYDERABAD-PP-02,0.013,50
HYDERABAD-GSMPE-01,SECUNDERABAD-PP-01,0.006,50
HYDERABAD-GSMPE-02,HYDERABAD-PP-02,0.1826,50
HYDERABAD-GSMPE-02,SECUNDERABAD-PP-01,0.0612,50
HYDERABAD-GSMPE-03,HYDERABAD-PP-02,0.039,20
HYDERABAD-GSMPE-03,SECUNDERABAD-PP-01,0,20
HYDERABAD-MCR-01,HYDERABAD-PP-02,0.132,20
HYDERABAD-MCR-01,SECUNDERABAD-PP-01,0.138,10
HYDERABAD-MCR-02,HYDERABAD-PP-02,0.472,10
HYDERABAD-MCR-02,SECUNDERABAD-PP-01,0.493,10
HYDERABAD-PE-02,HYDERABAD-PP-02,0.0855,20
HYDERABAD-PE-02,SECUNDERABAD-PP-01,0.037,10
HYDERABAD-PE-05,HYDERABAD-PP-02,0.676666667,60
HYDERABAD-PE-05,SECUNDERABAD-PP-01,0.54,10
HYDERABAD-PE-06,HYDERABAD-PP-02,0.2664,50
HYDERABAD-PE-06,SECUNDERABAD-PP-01,0.316,10
HYDERABAD-PE-08,HYDERABAD-PP-02,0.019,10
HYDERABAD-PE-08,SECUNDERABAD-PP-01,0.0004,100
HYDERABAD-PE-09,HYDERABAD-PP-02,0.4051,100
HYDERABAD-PE-09,SECUNDERABAD-PP-01,0,10
HYDERABAD-PE-10,HYDERABAD-PP-02,0.037,10
HYDERABAD-PE-10,SECUNDERABAD-PP-01,0.002,10
HYDERABAD-PE-11,HYDERABAD-PP-02,0.263,10
HYDERABAD-PE-11,SECUNDERABAD-PP-01,0.02,10
HYDERABAD-PE-12,HYDERABAD-PP-02,0.011,10
HYDERABAD-PE-12,SECUNDERABAD-PP-01,0.005,10
HYDERABAD-PP-02,KURNOOL-PP-01,0.418,20
HYDERABAD-PP-02,MUMBAI-PP-04,0.7335,40
HYDERABAD-PP-02,MUMBAI-PP-05,0.3035,40
HYDERABAD-PP-02,NAGPUR-PP-03,0.3235,20
HYDERABAD-PP-02,RAIPUR-PP-02,0.122,30
HYDERABAD-PP-02,SECUNDERABAD-PP-01,0.0084,100
HYDERABAD-PP-02,SOLAPUR-PP-02,0.031,10
HYDERABAD-PP-02,VIJAYAWADA-PP-02,0.343666667,30
HYDERABAD-PP-02,VIZAG-PP-02,0.5535,20
IMPHAL-PE-01,DIMAPUR-PP-01,0.57,10
IMPHAL-PE-01,GUWAHATI-PP-02,0.519,10
IMPHAL-PE-02,DIMAPUR-PP-01,0,10
IMPHAL-PE-02,GUWAHATI-PP-02,0.001,10
INDORE-PE-02,BHOPAL-PP-02,0.133,10
INDORE-PE-02,INDORE-PP-02,0.317333333,30
INDORE-PE-03,BHOPAL-PP-02,0,20
INDORE-PE-03,INDORE-PP-02,0.2159,100
INDORE-PP-02,JABALPUR-PP-02,0.201,10
INDORE-PP-02,JAIPUR-PP-02,0.255,10
INDORE-PP-02,MUMBAI-PP-04,0.552,50
INDORE-PP-02,MUMBAI-PP-05,0.352,40
INDORE-PP-02,SURAT-PP-01,0.227,20
INDORE-PP-02,UDAIPUR-PP-01,0.026,10
ITANAGAR-PE-01,GUWAHATI-PP-02,0,2.5
ITANAGAR-PE-02,DIMAPUR-PP-01,0,10
ITANAGAR-PE-02,GUWAHATI-PP-02,0,10
ITANAGAR-PE-02,KOLKATA-PP-06,0.002,10
JABALPUR-PE-02,INDORE-PP-02,0.224,10
JABALPUR-PE-02,JABALPUR-PP-02,0.5135,20
JABALPUR-PE-03,JABALPUR-PP-02,0.213,30
JABALPUR-PE-04,BHOPAL-PP-02,0.186,10
JABALPUR-PE-04,JABALPUR-PP-02,0.0099,100
JABALPUR-PE-04,NAGPUR-PP-04,0.195,10
JABALPUR-PP-02,LUCKNOW-PP-03,0.055,20
JABALPUR-PP-02,MUMBAI-PP-05,0.423,10
JABALPUR-PP-02,NAGPUR-PP-04,0.406,10
JABALPUR-PP-02,RAIPUR-PP-02,0.0135,20
JABALPUR-PP-02,RANCHI-PP-02,0.121,20
JABALPUR-PP-02,SAMBALPUR-PP-02,0.005,10
JABALPUR-PP-02,VARANASI-PP-02,0.0095,20
JAGDALPUR-PE-01,RAIPUR-PP-02,0.333,10
JAGDALPUR-PE-01,VIZAG-PP-02,0.385,10
JAIPUR-GSMPE-01,JAIPUR-PP-02,0.2193,100
JAIPUR-GSMPE-01,JODHPUR-PP-02,0.0004,50
JAIPUR-GSMPE-02,JAIPUR-PP-02,0.0252,100
JAIPUR-GSMPE-02,JODHPUR-PP-02,0,50
JAIPUR-GSMPE-03,JAIPUR-PP-02,0.141,20
JAIPUR-GSMPE-03,JODHPUR-PP-02,0,20
JAIPUR-MCR-01,JAIPUR-PP-02,0.086,40
JAIPUR-PE-02,JAIPUR-PP-02,0.321833333,60
JAIPUR-PE-03,JAIPUR-PP-02,0.010166667,60
JAIPUR-PE-04,JAIPUR-PP-02,0,50
JAIPUR-PE-05,JAIPUR-PP-02,0.33245,200
JAIPUR-PE-05,JODHPUR-PP-02,0.029,10
JAIPUR-PE-06,JAIPUR-PP-02,0.03035,200
JAIPUR-PE-06,JODHPUR-PP-02,0.008,10
JAIPUR-PP-02,JAIPUR-VRR-01,0.0015,20
JAIPUR-PP-02,JHANSI-PP-01,0.053,10
JAIPUR-PP-02,JODHPUR-PP-02,0.279,30
JAIPUR-PP-02,LUCKNOW-PP-03,0.5475,20
JAIPUR-PP-02,LUCKNOW-PP-04,0.165,20
JAIPUR-PP-02,MUMBAI-PP-04,0.4266,50
JAIPUR-PP-02,MUMBAI-PP-05,0.445,50
JAIPUR-PP-02,NEWDELHI-PP-04,0.71075,200
JAIPUR-PP-02,NOIDA-PP-02,0.344,10
JAIPUR-PP-02,UDAIPUR-PP-01,0.189,20
JALANDHAR-PE-01,JALANDHAR-PP-02,0,20
JALANDHAR-PE-02,JALANDHAR-PP-02,0.8905,20
JALANDHAR-PE-03,JALANDHAR-PP-02,0.005666667,30
JALANDHAR-PE-04,CHANDIGARH-PP-04,0.547,10
JALANDHAR-PE-04,JALANDHAR-PP-02,0.3268,200
JALANDHAR-PE-05,CHANDIGARH-PP-04,0,10
JALANDHAR-PE-05,JALANDHAR-PP-02,0.22755,200
JALANDHAR-PP-02,JAMMU-PP-01,0.562666667,30
JALANDHAR-PP-02,NEWDELHI-PP-03,0.7705,20
JALANDHAR-PP-02,NEWDELHI-PP-04,0.912176471,170
JALANDHAR-PP-02,SHIMLA-PP-01,0.599,20
JALGAON-PE-01,DHULE-PP-01,0.42,10
JALGAON-PE-01,INDORE-PP-02,0.597,10
JALGAON-PE-01,NAGPUR-PP-04,0.757,10
JALPAIGURI-PE-01,SILIGURI-PP-02,0.076,2.5
JAMMU-GSMPE-01,JALANDHAR-PP-02,0.0296,50
JAMMU-PE-02,CHANDIGARH-PP-03,0.058,10
JAMMU-PE-03,CHANDIGARH-PP-04,0.29,10
JAMMU-PE-03,JALANDHAR-PP-02,0,10
JAMMU-PP-01,NOIDA-PP-02,0.1645,20
JAMNAGAR-PE-01,RAJKOT-PP-02,0.1004,25
JAMSHEDPUR-PE-02,DURGAPUR-PP-02,0.445,10
JAMSHEDPUR-PE-02,KOLKATA-PP-06,0.735,20
JAMSHEDPUR-PE-02,RANCHI-PP-02,0.003666667,30
JAMSHEDPUR-PE-03,DURGAPUR-PP-02,0.543,10
JAMSHEDPUR-PE-03,KOLKATA-PP-06,0.4805,20
JAMSHEDPUR-PE-03,RANCHI-PP-02,0.119,20
JHANSI-PE-01,LUCKNOW-PP-04,0,10
JHANSI-PE-02,JHANSI-PP-01,0.456,10
JHANSI-PE-02,LUCKNOW-PP-03,0.271,10
JHANSI-PE-03,JHANSI-PP-01,0.076,10
JHANSI-PE-03,LUCKNOW-PP-03,0.025,10
JHANSI-PP-01,LUCKNOW-PP-03,0.313,10
JHANSI-PP-01,NEWDELHI-PP-04,0.373,10
JHANSI-PP-01,NOIDA-PP-02,0.17,10
JHANSI-PP-01,VARANASI-PP-02,0.034,20
JHUNJHUNU-PE-01,JAIPUR-PP-02,0.102,10
JHUNJHUNU-PE-01,NEWDELHI-PP-05,0.406,10
JODHPUR-PE-02,AGRA-PP-02,0.061,10
JODHPUR-PE-02,JAIPUR-PP-02,0.2725,20
JODHPUR-PE-02,JODHPUR-PP-02,0.923,20
JODHPUR-PE-03,JODHPUR-PP-02,0.1182,100
JODHPUR-PE-03,UDAIPUR-PP-01,0.185,10
JODHPUR-PP-02,MUMBAI-PP-04,0.567,10
JODHPUR-PP-02,NEWDELHI-PP-04,0.558,30
JODHPUR-PP-02,UDAIPUR-PP-01,0.0395,20
JORHAT-PE-01,DIMAPUR-PP-01,0,10
JORHAT-PE-01,GUWAHATI-PP-02,0.396,20
JORHAT-PE-02,DIMAPUR-PP-01,0.453,10
