S.NO    City_Id     City_Name             Degree    Adjacent_Vertices                                           
438     438         LUCKNOW-PP-04         33        7 29 30 31 54 86 87 88 153 265 288 339 356 372 426 427 428 429 430 431 432 433 434 436 437 458 460 502 523 532 634 686 689
439     439         LUDHIANA-PE-02        2         153 346                                                     
440     440         LUDHIANA-PE-03        3         42 152 346                                                  
441     441         MADURAI-PE-02         2         190 444                                                     
442     442         MADURAI-PE-03         2         444 668                                                     
443     443         MADURAI-PE-04         2         444 668                                                     
444     444         MADURAI-PP-02         29        81 182 183 186 187 190 244 246 247 374 375 441 442 443 491 492 603 646 647 655 656 661 662 666 667 668 673 675 700
445     445         MAHBUBNAGAR-PE-01     2         317 425                                                     
446     446         MALDA-PE-01           2         412 633                                                     
447     447         MANGALORE-PE-03       2         82 449                                                      
448     448         MANGALORE-PE-04       2         83 449                                                      
449     449         MANGALORE-PP-02       14        80 90 137 182 293 301 370 371 379 447 448 540 627 679       
450     450         MANJERI-PE-01         2         137 245                                                     
451     451         MANJERI-PE-02         2         137 245                                                     
452     452         MEERUT-GSMPE-01       2         461 526                                                     
453     453         MEERUT-GSMPE-02       2         461 526                                                     
454     454         MEERUT-PE-02          3         461 525 526                                                 
455     455         MEERUT-PE-03          3         461 525 526                                                 
456     456         MEHSANA-PE-02         1         20                                                          
457     457         MEHSANA-PE-03         2         20 645                                                      
458     458         MIRZAPUR-PE-01        3         7 438 689                                                   
459     459         MORADABAD-PE-02       2         461 532                                                     
460     460         MORADABAD-PE-03       3         7 438 461                                                   
461     461         MORADABAD-PP-01       21        7 31 86 87 204 256 260 261 287 288 291 292 437 452 453 454 455 459 460 524 532
462     462         MOTIHARI-PE-01        2         98 553                                                      
463     463         MUMBAI-GSMPE-02       2         482 483                                                     
464     464         MUMBAI-IGW-04         1         466                                                         
465     465         MUMBAI-IGW-05         1         467                                                         
466     466         MUMBAI-IGWPE-04       2         464 480                                                     
467     467         MUMBAI-IGWPE-05       2         465 481                                                     
468     468         MUMBAI-IRR-02         2         480 481                                                     
469     469         MUMBAI-PE-01          2         482 483                                                     
470     470         MUMBAI-PE-02          2         482 483                                                     
471     471         MUMBAI-PE-03          2         482 483                                                     
472     472         MUMBAI-PE-05          2         482 483                                                     
473     473         MUMBAI-PE-06          2         482 483                                                     
474     474         MUMBAI-PE-07          2         482 483                                                     
475     475         MUMBAI-PE-08          2         482 483                                                     
476     476         MUMBAI-PE-09          2         482 483                                                     
477     477         MUMBAI-PE-10          2         482 483                                                     
478     478         MUMBAI-PE-11          2         482 483                                                     
479     479         MUMBAI-PP-02          1         480                                                         
480     480         MUMBAI-PP-04          22        20 80 112 182 216 317 322 339 363 410 466 468 479 481 482 502 524 540 575 582 618 645
481     481         MUMBAI-PP-05          23        20 81 112 152 183 244 317 322 328 339 411 437 467 468 480 483 501 523 574 582 607 645 678
482     482         MUMBAI-PP-06          25        12 52 89 215 367 368 463 469 470 471 472 473 474 475 476 477 478 480 505 506 594 650 651 652 685
483     483         MUMBAI-PP-07          25        13 16 53 89 367 368 463 469 470 471 472 473 474 475 476 477 478 481 503 505 506 594 650 652 685
484     484         MUZAFFARNAGAR-PE-01   2         204 525                                                     
485     485         MUZAFFARPUR-PE-01     2         98 553                                                      
486     486         MUZAFFARPUR-PE-02     2         98 553                                                      
487     487         MYSORE-PE-02          2         83 190                                                      
488     488         MYSORE-PE-03          3         82 83 190                                                   
489     489         NAGAON-PE-01          1         281                                                         
490     490         NAGAUR-PE-01          1         363                                                         
491     491         NAGERCOIL-PE-01       3         245 444 673                                                 
492     492         NAGERCOIL-PE-02       2         444 673                                                     
493     493         NAGPUR-GSMPE-01       2         501 502                                                     
494     494         NAGPUR-GSMPE-02       2         501 502                                                     
495     495         NAGPUR-MCR-01         2         501 502                                                     
496     496         NAGPUR-PE-02          2         501 502                                                     
497     497         NAGPUR-PE-03          2         501 502                                                     
498     498         NAGPUR-PE-04          2         501 502                                                     
499     499         NAGPUR-PE-05          2         501 502                                                     
500     500         NAGPUR-PP-01          1         501                                                         
501     501         NAGPUR-PP-03          36        1 26 34 35 80 99 112 120 154 155 182 216 222 317 410 437 481 493 494 495 496 497 498 499 500 502 503 504 524 574 579 581 582 607 618 639
502     502         NAGPUR-PP-04          28        22 81 99 120 126 127 154 155 183 222 327 328 347 438 480 493 494 495 496 497 498 499 501 504 523 575 580 607
503     503         NANDED-PE-02          4         483 501 574 639                                             
504     504         NANDED-PE-03          3         501 502 639                                                 
505     505         NASHIK-PE-02          3         482 483 574                                                 
506     506         NASHIK-PE-03          3         216 482 483                                                 
507     507         NELLORE-PE-02         3         184 185 697                                                 
508     508         NELLORE-PE-03         3         184 185 697                                                 
509     509         NEWDELHI-GSMPE-01     2         525 526                                                     
510     510         NEWDELHI-GSMPE-02     2         525 526                                                     
511     511         NEWDELHI-IGW-03       1         513                                                         
512     512         NEWDELHI-IGW-04       1         514                                                         
513     513         NEWDELHI-IGWPE-03     2         511 523                                                     
514     514         NEWDELHI-IGWPE-04     2         512 524                                                     
515     515         NEWDELHI-IRR-01       1         274                                                         
516     516         NEWDELHI-PE-01        1         526                                                         
517     517         NEWDELHI-PE-02        3         275 525 526                                                 
518     518         NEWDELHI-PE-03        2         525 526                                                     
519     519         NEWDELHI-PE-04        1         526                                                         
520     520         NEWDELHI-PE-05        2         525 526                                                     
521     521         NEWDELHI-PE-06        2         525 526                                                     
522     522         NEWDELHI-PP-01        1         524                                                         
523     523         NEWDELHI-PP-03        16        7 42 152 183 274 346 411 438 481 502 513 524 525 532 553 689
524     524         NEWDELHI-PP-04        26        7 42 102 112 152 153 182 204 274 339 346 359 363 410 437 461 480 501 514 522 523 526 532 553 678 689
525     525         NEWDELHI-PP-05        23        4 30 32 33 250 251 260 273 360 378 454 455 484 509 510 517 518 520 521 523 528 596 597
526     526         NEWDELHI-PP-06        29        5 250 261 272 273 287 288 296 373 377 418 452 453 454 455 509 510 516 517 518 519 520 521 524 529 531 596 597 598
527     527         NIZAMABAD-PE-02       2         317 618                                                     
528     528         NOIDA-PE-02           2         525 532                                                     
529     529         NOIDA-PE-03           2         274 526                                                     
530     530         NOIDA-PE-04           1         532                                                         
531     531         NOIDA-PE-06           2         526 532                                                     
532     532         NOIDA-PP-02           21        6 20 250 251 260 272 274 292 339 352 359 437 438 459 461 523 524 528 530 531 533
533     533         NOIDA-VRR-02          1         532                                                         
534     534         ONGOLE-PE-01          2         184 697                                                     
535     535         OOTY-PE-01            1         190                                                         
536     536         PALGHAT-PE-02         2         190 245                                                     
537     537         PALGHAT-PE-03         2         190 245                                                     
538     538         PANJIM-PE-02          1         540                                                         
539     539         PANJIM-PE-03          2         540 575                                                     
540     540         PANJIM-PP-01          15        80 301 384 385 449 480 538 539 574 575 594 609 612 613 639  
541     541         PATANCHERU-PE-01      2         317 618                                                     
542     542         PATHANKOT-PE-01       2         153 346                                                     
543     543         PATIALA-PE-02         2         102 153                                                     
544     544         PATIALA-PE-03         2         102 152                                                     
545     545         PATNA-GSMPE-01        2         553 593                                                     
546     546         PATNA-GSMPE-02        2         553 593                                                     
547     547         PATNA-PE-02           2         98 553                                                      
548     548         PATNA-PE-03           2         553 593                                                     
549     549         PATNA-PE-04           2         553 593                                                     
550     550         PATNA-PE-05           1         553                                                         
551     551         PATNA-PE-06           2         553 593                                                     
552     552         PATNA-PE-07           2         553 593                                                     
553     553         PATNA-PP-02           42        50 96 97 98 156 182 197 198 199 207 221 229 257 258 259 265 281 294 380 410 411 437 462 485 486 523 524 545 546 547 548 549 550 551 552 554 591 592 593 611 633 689
554     554         PATNA-VRR-01          1         553                                                         
555     555         PONDICHERRY-PE-02     3         184 185 668                                                 
556     556         PONDICHERRY-PE-03     4         184 185 190 668                                             
557     557         PORTBLAIR-PE-01       2         184 185                                                     
558     558         PORTBLAIR-PE-02       2         184 185                                                     
559     559         PORTBLAIR-PE-03       2         184 185                                                     
560     560         PUNE-GSMPE-01         1         574                                                         
561     561         PUNE-GSMPE-02         2         574 575                                                     
562     562         PUNE-GSMPE-03         2         574 575                                                     
563     563         PUNE-GSMPE-04         2         574 575                                                     
564     564         PUNE-GSMPE-05         2         574 575                                                     
565     565         PUNE-MCR-01           1         575                                                         
566     566         PUNE-MCR-02           2         574 575                                                     
567     567         PUNE-PE-02            2         574 575                                                     
568     568         PUNE-PE-03            2         574 575                                                     
569     569         PUNE-PE-06            2         574 575                                                     
570     570         PUNE-PE-07            2         574 575                                                     
571     571         PUNE-PE-08            2         574 575                                                     
572     572         PUNE-PE-09            2         574 575                                                     
573     573         PUNE-PP-01            2         574 639                                                     
574     574         PUNE-PP-03            31        20 21 22 52 53 80 385 481 501 503 505 540 560 561 562 563 564 566 567 568 569 570 571 572 573 575 576 609 612 613 639
575     575         PUNE-PP-04            27        20 21 89 216 384 480 502 539 540 561 562 563 564 565 566 567 568 569 570 571 572 574 594 618 637 638 639
576     576         PUNE-VRR-01           1         574                                                         
577     577         RAICHUR-PE-02         3         301 425 618                                                 
578     578         RAICHUR-PE-03         3         301 425 618                                                 
579     579         RAIPUR-GSMPE-01       2         501 582                                                     
580     580         RAIPUR-PE-02          2         502 582                                                     
581     581         RAIPUR-PE-03          2         501 582                                                     
582     582         RAIPUR-PP-02          17        112 120 126 127 222 317 328 329 411 480 481 501 579 580 581 607 616
583     583         RAJAMUNDRY-PE-02      2         317 697                                                     
584     584         RAJAMUNDRY-PE-03      3         317 697 704                                                 
585     585         RAJKOT-PE-02          2         20 588                                                      
586     586         RAJKOT-PE-03          1         588                                                         
587     587         RAJKOT-PE-04          2         20 588                                                      
588     588         RAJKOT-PP-02          10        20 103 121 122 353 366 585 586 587 645                      
589     589         RANCHI-PE-01          1         593                                                         
590     590         RANCHI-PE-02          2         412 593                                                     
591     591         RANCHI-PE-03          2         553 593                                                     
592     592         RANCHI-PE-04          2         553 593                                                     
593     593         RANCHI-PP-02          30        98 120 129 198 205 206 207 221 229 257 258 259 294 328 354 355 410 545 546 548 549 551 552 553 589 590 591 592 607 689
594     594         RATNAGIRI-PE-01       4         482 483 540 575                                             
595     595         REWARI-PE-01          2         42 339                                                      
596     596         REWARI-PE-02          4         274 339 525 526                                             
597     597         ROHTAK-PE-01          3         153 525 526                                                 
598     598         ROHTAK-PE-02          3         42 274 526                                                  
599     599         ROPAR-PE-01           2         152 346                                                     
600     600         SAGAR-PE-02           2         112 328                                                     
601     601         SAGAR-PE-03           3         112 322 328                                                 
602     602         SALEM-PE-02           3         83 190 668                                                  
603     603         SALEM-PE-03           3         185 190 444                                                 
604     604         SALEM-PE-04           3         83 190 668                                                  
605     605         SAMBALPUR-PE-02       3         120 412 607                                                 
606     606         SAMBALPUR-PE-03       2         120 607                                                     
607     607         SAMBALPUR-PP-02       15        94 95 120 197 229 328 411 481 501 502 582 593 605 606 704   
608     608         SANGAREDDY-PE-01      2         317 618                                                     
609     609         SANGLI-PE-01          3         540 574 639                                                 
610     610         SANGRUR-PE-02         2         102 153                                                     
611     611         SASARAM-PE-01         2         553 689                                                     
612     612         SATARA-PE-01          3         540 574 639                                                 
613     613         SATARA-PE-02          3         540 574 639                                                 
614     614         SATNA-PE-01           1         112                                                         
615     615         SATNA-PE-02           1         328                                                         
616     616         SATNA-PE-03           4         112 328 437 582                                             
617     617         SECUNDERABAD-PE-01    2         317 618                                                     
618     618         SECUNDERABAD-PP-01    36        1 80 81 183 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 376 381 425 480 501 527 541 575 577 578 608 617 693 696 697 705
619     619         SHILLONG-PE-03        1         281                                                         
620     620         SHILLONG-PP-01        3         220 281 633                                                 
621     621         SHIMLA-GSMPE-01       2         152 625                                                     
622     622         SHIMLA-MCR-01         1         625                                                         
623     623         SHIMLA-PE-02          2         152 625                                                     
624     624         SHIMLA-PE-03          2         152 625                                                     
625     625         SHIMLA-PP-01          15        42 152 153 204 208 209 289 290 346 621 622 623 624 635 636  
626     626         SHIMOGA-PE-01         2         82 301                                                      
627     627         SHIMOGA-PE-02         2         83 449                                                      
628     628         SIKANDRABAD-VSATPE-01  1         274                                                         
629     629         SILCHAR-PE-01         2         281 412                                                     
630     630         SILCHAR-PE-03         1         281                                                         
631     631         SILIGURI-PE-02        2         412 633                                                     
632     632         SILIGURI-PE-03        2         412 633                                                     
633     633         SILIGURI-PP-02        24        23 98 130 131 217 229 255 276 277 278 279 280 281 348 380 410 411 446 553 620 631 632 648 649
634     634         SITAPUR-PE-01         2         437 438                                                     
635     635         SOLAN-PE-01           2         152 625                                                     
636     636         SOLAN-PE-02           2         152 625                                                     
637     637         SOLAPUR-PE-02         2         575 639                                                     
638     638         SOLAPUR-PE-03         2         575 639                                                     
639     639         SOLAPUR-PP-02         17        22 216 317 384 385 501 503 504 540 573 574 575 609 612 613 637 638
640     640         SRIGANGANAGAR-PE-01   3         102 339 363                                                 
641     641         SRINAGAR-PE-01        1         346                                                         
642     642         SRINAGAR-PE-02        1         346                                                         
643     643         SURAT-PE-02           3         20 216 645                                                  
644     644         SURAT-PE-03           2         20 645                                                      
645     645         SURAT-PP-01           26        8 9 10 14 17 18 20 45 46 100 214 215 216 262 322 457 480 481 588 643 644 681 682 683 684 685
646     646         TANJORE-PE-01         2         444 668                                                     
647     647         TANJORE-PE-02         2         444 668                                                     
648     648         TEZPUR-PE-02          2         281 633                                                     
649     649         TEZPUR-PE-03          3         281 412 633                                                 
650     650         THANE-GSMPE-01        2         482 483                                                     
651     651         THANE-GSMPE-02        1         482                                                         
652     652         THANE-PE-01           2         482 483                                                     
653     653         THIRUVALLA-PE-01      2         245 673                                                     
654     654         THIRUVALLA-PE-02      2         245 673                                                     
655     655         TIRUNELVELI-PE-02     3         245 444 673                                                 
656     656         TIRUNELVELI-PE-03     3         245 444 673                                                 
657     657         TIRUPATI-PE-02        3         83 184 185                                                  
658     658         TIRUPATI-PE-03        3         82 184 185                                                  
659     659         TRICHUR-PE-02         2         190 245                                                     
660     660         TRICHUR-PE-03         2         137 245                                                     
661     661         TRICHY-GSMPE-01       2         444 668                                                     
662     662         TRICHY-GSMPE-02       2         444 668                                                     
663     663         TRICHY-MCR-01         2         184 668                                                     
664     664         TRICHY-PE-01          1         668                                                         
665     665         TRICHY-PE-02          2         185 668                                                     
666     666         TRICHY-PE-03          2         444 668                                                     
667     667         TRICHY-PE-04          2         444 668                                                     
668     668         TRICHY-PP-01          28        182 183 188 190 191 192 246 247 374 375 421 422 442 443 444 555 556 602 604 646 647 661 662 663 664 665 666 667
669     669         TRIVANDRUM-PE-02      3         190 245 673                                                 
670     670         TRIVANDRUM-PE-03      2         185 673                                                     
671     671         TRIVANDRUM-PE-04      2         245 673                                                     
672     672         TRIVANDRUM-PE-05      2         245 673                                                     
673     673         TRIVANDRUM-PP-01      22        28 137 183 190 244 415 416 419 420 444 491 492 653 654 655 656 669 670 671 672 675 700
674     674         TUMKUR-PE-01          2         83 301                                                      
675     675         TUTICORIN-PE-01       2         444 673                                                     
676     676         UDAIPUR-PE-02         2         339 678                                                     
677     677         UDAIPUR-PE-03         2         339 678                                                     
678     678         UDAIPUR-PP-01         11        20 104 322 339 362 363 418 481 524 676 677                  
679     679         UDUPI-PE-01           1         449                                                         
680     680         UJJAIN-PE-02          2         112 322                                                     
681     681         VADODARA-MCR-01       3         20 322 645                                                  
682     682         VADODARA-PE-02        3         20 322 645                                                  
683     683         VADODARA-PE-03        2         20 645                                                      
684     684         VADODARA-PE-04        3         20 322 645                                                  
685     685         VALSAD-PE-01          3         482 483 645                                                 
686     686         VARANASI-PE-02        2         438 689                                                     
687     687         VARANASI-PE-03        1         689                                                         
688     688         VARANASI-PE-04        2         437 689                                                     
689     689         VARANASI-PP-02        20        29 30 54 249 263 264 265 328 359 437 438 458 523 524 553 593 611 686 687 688
690     690         VELLORE-PE-02         3         82 184 185                                                  
691     691         VELLORE-PE-03         3         82 185 190                                                  
692     692         VELLORE-PE-04         3         184 185 190                                                 
693     693         VIJAYAWADA-GSMPE-01   1         618                                                         
694     694         VIJAYAWADA-GSMPE-02   1         317                                                         
695     695         VIJAYAWADA-PE-03      1         697                                                         
696     696         VIJAYAWADA-PE-04      3         317 618 697                                                 
697     697         VIJAYAWADA-PP-02      26        80 182 183 193 230 231 269 317 381 423 425 507 508 534 583 584 618 695 696 698 699 701 702 703 704 705
698     698         VIJAYWADA-GSMPE-01    1         697                                                         
699     699         VIJAYWADA-GSMPE-02    1         697                                                         
700     700         VIRUDHUNAGAR-PE-01    3         190 444 673                                                 
701     701         VIZAG-PE-02           2         697 704                                                     
702     702         VIZAG-PE-03           2         697 704                                                     
703     703         VIZAG-PE-04           2         697 704                                                     
704     704         VIZAG-PP-02           14        80 120 182 183 197 231 317 329 584 607 697 701 702 703      
705     705         WARANGAL-PE-03        3         317 618 697                                                 
